Tsn;Num;Language code;Language;Name;Preferred;Description;Deprecated;Valid from;Valid to;New code
623270;1;3;English;purple tang;true;;false;;;
623270;2;1;Scientific;Zebrasoma xanthurum;true;;false;;;
172338;1;3;English;blue-spotted spinefoot;true;;false;;;
172338;2;1;Scientific;Siganus corallinus;true;;false;;;
172348;1;3;English;brown-spotted spinefoot;true;;false;;;
172348;2;1;Scientific;Siganus stellatus;true;;false;;;
550882;1;3;English;royal escolar;true;;false;;;
550882;2;1;Scientific;Rexea prometheoides;true;;false;;;
550879;1;3;English;Bengal escolar;true;;false;;;
550879;2;1;Scientific;Rexea bengalensis;true;;false;;;
172349;1;3;English;shoemaker spinefoot;true;;false;;;
172349;2;1;Scientific;Siganus sutor;true;;false;;;
172331;1;1;Scientific;Siganus spinus;true;;false;;;
550885;1;3;English;black snoek;true;;false;;;
550885;2;1;Scientific;Thyrsitoides marleyi;true;;false;;;
551147;1;3;English;crested hairtail;true;;false;;;
551147;2;1;Scientific;Tentoriceps cristatus;true;;false;;;
551148;1;3;English;pearly hairtail;true;;false;;;
551148;2;1;Scientific;Trichiurus auriga;true;;false;;;
172460;1;3;English;slender tuna;true;;false;;;
172460;2;1;Scientific;Allothunnus fallai;true;;false;;;
172403;1;3;English;kawakawa;true;;false;;;
172403;2;1;Scientific;Euthynnus affinis;true;;false;;;
642954;1;1;Scientific;Psenopsis cyanea;true;;false;;;
645924;1;1;Scientific;Plesiops nigricans;false;;false;;;
645932;1;1;Scientific;Polydactylus malagasyensis;false;;false;;;
645942;1;1;Scientific;Polynemus melanochir;false;;false;;;
646686;1;1;Scientific;Pennahia pawak;false;;false;;;
649393;1;1;Scientific;Ditrema temminckii;false;;false;;;
659788;1;1;Scientific;Aegaeon;false;;false;;;
659850;1;1;Scientific;Janicella spinicauda;false;;false;;;
659979;1;1;Scientific;Merhippolyte agulhasensis;false;;false;;;
660369;1;1;Scientific;Carcinoplax;false;;false;;;
660396;1;1;Scientific;Garthambrus;false;;false;;;
660488;1;1;Scientific;Menaethius monoceros;false;;false;;;
680765;1;1;Scientific;Nemapteryx nenga;false;;false;;;
700551;1;1;Scientific;Hydrophis ornatus;false;;false;;;
924681;1;1;Scientific;Roa modesta;false;;false;;;
989093;1;1;Scientific;Protoreaster;false;;false;;;
989536;1;1;Scientific;Coronaster volsellatus;false;;false;;;
989802;1;1;Scientific;Calliaster acanthodes;false;;false;;;
990041;1;1;Scientific;Henricia abyssalis;false;;false;;;
990135;1;1;Scientific;Mediaster capensis;false;;false;;;
992903;1;1;Scientific;Stellaster childreni;false;;false;;;
1007799;1;1;Scientific;Asterorhombus cocosensis;false;;false;;;
1007829;1;1;Scientific;Tanakius kitaharae;false;;false;;;
1007880;1;1;Scientific;Solea turbynei;false;;false;;;
1007882;1;1;Scientific;Pegusa nasuta;false;;false;;;
1054592;1;1;Scientific;Abalistes filamentosus;false;;false;;;
1054603;1;1;Scientific;Lagocephalus guentheri;false;;false;;;
1055340;1;1;Scientific;Arothron leopardus;false;;false;;;
51449;1;1;Scientific;Cubozoa;true;;false;2020-12-10T00:00:00.000Z;;
51473;1;1;Scientific;Chirodropidae;true;;false;2020-12-10T00:00:00.000Z;;
53169;1;1;Scientific;Micrabaciidae;true;;false;2020-12-10T00:00:00.000Z;;
545982;1;1;Scientific;Parabathynomus natalensis;true;;false;2020-12-10T00:00:00.000Z;;
51661;1;1;Scientific;Pelagia noctiluca;true;;false;2020-12-10T00:00:00.000Z;;
52326;1;1;Scientific;Thouarella;true;;false;2020-12-10T00:00:00.000Z;;
571756;1;1;Scientific;Truncatoflabellum;true;;false;2020-12-10T00:00:00.000Z;;
999017;1;1;Scientific;Geodia macandrewii;true;;false;;;
999018;1;1;Scientific;Radiella hemisphaerica;true;;false;;;
988849;1;1;Scientific;Ctenodiscidae;true;;false;;;
989969;1;1;Scientific;Luidia sarsii;true;;false;;;
172469;1;3;English;dogtooth tuna;true;;false;;;
172469;2;1;Scientific;Gymnosarda unicolor;true;;false;;;
172410;1;3;English;striped bonito;true;;false;;;
172410;2;1;Scientific;Sarda orientalis;true;;false;;;
172415;1;3;English;spotted chub mackerel;true;;false;;;
172415;2;1;Scientific;Scomber australasicus;true;;false;;;
172442;1;3;English;Indo-Pacific king mackerel;true;;false;;;
172442;2;1;Scientific;Scomberomorus guttatus;true;;false;;;
202048;1;3;English;Kanadi kingfish;true;;false;;;
202048;2;1;Scientific;Scomberomorus plurilineatus;true;;false;;;
172430;1;3;English;longtail tuna;true;;false;;;
172430;2;1;Scientific;Thunnus tonggol;true;;false;;;
172514;1;1;Scientific;Hyperoglyphe antarctica;true;;false;;;
172528;1;3;English;obscure ruff;true;;false;;;
172528;2;1;Scientific;Psenopsis obscura;true;;false;;;
642973;1;1;Scientific;Schedophilus huttoni;true;;false;;;
642976;1;1;Scientific;Schedophilus velaini;true;;false;;;
643047;1;1;Scientific;Tubbia tasmanica;true;;false;;;
642573;1;3;English;cigarfish;true;;false;;;
642573;2;1;Scientific;Cubiceps baxteri;true;;false;;;
642679;1;3;English;longtail dragonet;true;;false;;;
642679;2;1;Scientific;Callionymus gardineri;true;;false;;;
642708;1;1;Scientific;Callionymus persicus;true;;false;;;
642721;1;1;Scientific;Callionymus spiniceps;true;;false;;;
171708;1;3;English;sand dragonet;true;;false;;;
171708;2;1;Scientific;Callionymus marleyi;true;;false;;;
642998;1;1;Scientific;Synchiropus monacanthus;true;;false;;;
171728;1;3;English;marbled dragonet;true;;false;;;
171728;2;1;Scientific;Synchiropus marmoratus;true;;false;;;
172706;1;3;English;Indian halibut;true;;false;;;
172706;2;1;Scientific;Psettodes erumei;true;;false;;;
172811;1;3;English;East Coast flounder;true;;false;;;
172811;2;1;Scientific;Arnoglossus dalgleishi;true;;false;;;
172810;1;1;Scientific;Arnoglossus capensis;true;;false;;;
172767;1;3;English;oval flounder;true;;false;;;
172767;2;1;Scientific;Bothus myriaster;true;;false;;;
172764;1;3;English;leopard flounder;true;;false;;;
172764;2;1;Scientific;Bothus pantherinus;true;;false;;;
172763;1;3;English;tropical flounder;true;;false;;;
172763;2;1;Scientific;Bothus mancus;true;;false;;;
172773;1;3;English;pelican flounder;true;;false;;;
172773;2;1;Scientific;Chascanopsetta lugubris;true;;false;;;
616158;1;3;English;broadbrow flounder;true;;false;;;
616158;2;1;Scientific;Crossorhombus valderostratus;true;;false;;;
616175;1;3;English;largescale flounder;true;;false;;;
616175;2;1;Scientific;Engyprosopon grandisquama;true;;false;;;
616362;1;1;Scientific;Engyprosopon macrolepis;true;;false;;;
616389;1;1;Scientific;Laeops natalensis;true;;false;;;
172858;1;3;English;longarm flounder;true;;false;;;
172858;2;1;Scientific;Laeops pectoralis;true;;false;;;
172856;1;3;English;blackspotted flounder;true;;false;;;
172856;2;1;Scientific;Laeops nigromaculatus;true;;false;;;
616164;1;1;Scientific;Neolaeops microphthalmus;true;;false;;;
616554;1;1;Scientific;Taeniopsetta ocellata;true;;false;;;
172968;1;3;English;comb flounder;true;;false;;;
172968;2;1;Scientific;Marleyella bicolorata;true;;false;;;
172970;1;3;English;peppered flounder;true;;false;;;
172970;2;1;Scientific;Paralichthodes algoensis;true;;false;;;
616106;1;1;Scientific;Poecilopsetta zanzibarensis;true;;false;;;
172942;1;3;English;African righteye flounder;true;;false;;;
172942;2;1;Scientific;Poecilopsetta natalensis;true;;false;;;
172973;1;3;English;cockatoo righteye flounder;true;;false;;;
172973;2;1;Scientific;Samaris cristatus;true;;false;;;
173019;1;3;English;unicorn sole;true;;false;;;
173019;2;1;Scientific;Aesopia cornuta;true;;false;;;
173040;1;1;Scientific;Austroglossus pectoralis;true;;false;;;
173039;1;1;Scientific;Austroglossus microlepis;true;;false;;;
173042;1;3;English;Cape sole;true;;false;;;
173042;2;1;Scientific;Heteromycteris capensis;true;;false;;;
173048;1;3;English;finless sole;true;;false;;;
173048;2;1;Scientific;Pardachirus marmoratus;true;;false;;;
173004;1;1;Scientific;Solea elongata;true;;false;;;
173058;1;1;Scientific;Zebrias regani;true;;false;;;
173057;1;1;Scientific;Zebrias quagga;true;;false;;;
616311;1;3;English;fourline tonguesole;true;;false;;;
616311;2;1;Scientific;Cynoglossus attenuatus;true;;false;;;
616310;1;1;Scientific;Cynoglossus acutirostris;true;;false;;;
173086;1;3;English;fourlined tonguesole;true;;false;;;
173086;2;1;Scientific;Cynoglossus bilineatus;true;;false;;;
616353;1;3;English;Zanzibar tonguesole;true;;false;;;
616353;2;1;Scientific;Cynoglossus zanzibarensis;true;;false;;;
616322;1;3;English;ripplefin tonguesole;true;;false;;;
616322;2;1;Scientific;Cynoglossus gilchristi;true;;false;;;
616334;1;3;English;threeline tonguesole;true;;false;;;
616334;2;1;Scientific;Cynoglossus marleyi;true;;false;;;
616309;1;3;English;Natal tongue-fish;true;;false;;;
616309;2;1;Scientific;Cynoglossus acaudatus;true;;false;;;
616329;1;3;English;Lachner's tonguesole;true;;false;;;
616329;2;1;Scientific;Cynoglossus lachneri;true;;false;;;
616315;1;1;Scientific;Cynoglossus capensis;true;;false;;;
173090;1;3;English;roughscale tonguesole;true;;false;;;
173090;2;1;Scientific;Cynoglossus lida;true;;false;;;
173105;1;1;Scientific;Paraplagusia bilineata;true;;false;;;
173072;1;3;English;blackbelly tonguesole;true;;false;;;
173072;2;1;Scientific;Symphurus strictus;true;;false;;;
616511;1;3;English;double-spot tonguesole;true;;false;;;
616511;2;1;Scientific;Symphurus ocellatus;true;;false;;;
646161;1;3;English;trumpetsnout;true;;false;;;
646161;2;1;Scientific;Macrorhamphosodes uradoi;true;;false;;;
646165;1;1;Scientific;Paratriacanthodes retrospinis;true;;false;;;
173218;1;3;English;orange-lined triggerfish;true;;false;;;
173218;2;1;Scientific;Balistapus undulatus;true;;false;;;
173224;1;3;English;titan triggerfish;true;;false;;;
173224;2;1;Scientific;Balistoides viridescens;true;;false;;;
173225;1;3;English;clown triggerfish;true;;false;;;
173225;2;1;Scientific;Balistoides conspicillum;true;;false;;;
173175;1;3;English;pinktail triggerfish;true;;false;;;
173175;2;1;Scientific;Melichthys vidua;true;;false;;;
173174;1;3;English;black durgon;true;;false;;;
173174;2;1;Scientific;Melichthys niger;true;;false;;;
173222;1;3;English;red-toothed triggerfish;true;;false;;;
173222;2;1;Scientific;Odonus niger;true;;false;;;
173201;1;3;English;yellowmargin triggerfish;true;;false;;;
173201;2;1;Scientific;Pseudobalistes flavimarginatus;true;;false;;;
173199;1;3;English;blue triggerfish;true;;false;;;
173199;2;1;Scientific;Pseudobalistes fuscus;true;;false;;;
173206;1;3;English;wedge-tail triggerfish;true;;false;;;
173206;2;1;Scientific;Rhinecanthus rectangulus;true;;false;;;
646173;1;3;English;Picasso triggerfish;true;;false;;;
646173;2;1;Scientific;Rhinecanthus assasi;true;;false;;;
646366;1;1;Scientific;Rhinecanthus verrucosus;true;;false;;;
173255;1;3;English;thornback cowfish;true;;false;;;
173255;2;1;Scientific;Lactoria fornasini;true;;false;;;
173257;1;3;English;roundbelly cowfish;true;;false;;;
173257;2;1;Scientific;Lactoria diaphana;true;;false;;;
173278;1;1;Scientific;Rhynchostracion nasus;true;;false;;;
173362;1;3;English;evileye blaasop;true;;false;;;
173362;2;1;Scientific;Amblyrhynchotes honckenii;true;;false;;;
173316;1;3;English;blackspotted puffer;true;;false;;;
173316;2;1;Scientific;Arothron nigropunctatus;true;;false;;;
173315;1;1;Scientific;Arothron inconditus;true;;false;;;
173317;1;3;English;blackspotted puffer;true;;false;;;
173317;2;1;Scientific;Arothron stellatus;true;;false;;;
173314;1;3;English;narrow-lined toadfish;true;;false;;;
173314;2;1;Scientific;Arothron immaculatus;true;;false;;;
173323;1;3;English;crown toby;true;;false;;;
173323;2;1;Scientific;Canthigaster coronata;true;;false;;;
173327;1;3;English;brown-lined puffer;true;;false;;;
173327;2;1;Scientific;Canthigaster rivulata;true;;false;;;
173333;1;3;English;spotted puffer;true;;false;;;
173333;2;1;Scientific;Canthigaster janthinoptera;true;;false;;;
646279;1;3;English;bicolored toby;true;;false;;;
646279;2;1;Scientific;Canthigaster smithae;true;;false;;;
646276;1;3;English;pygmy toby;true;;false;;;
646276;2;1;Scientific;Canthigaster pygmaea;true;;false;;;
173328;1;3;English;spotted sharpnose;true;;false;;;
173328;2;1;Scientific;Canthigaster solandri;true;;false;;;
646434;1;1;Scientific;Canthigaster margaritata;true;;false;;;
173369;1;3;English;milkspotted puffer;true;;false;;;
173369;2;1;Scientific;Chelonodon patoca;true;;false;;;
615865;1;1;Scientific;Chelonodon pleurospilus;true;;false;;;
646294;1;3;English;silverstripe blaasop;true;;false;;;
646294;2;1;Scientific;Lagocephalus sceleratus;true;;false;;;
646308;1;1;Scientific;Pelagocephalus marki;true;;false;;;
615841;1;3;English;orange-spotted toadfish;true;;false;;;
615841;2;1;Scientific;Torquigener hypselogeneion;true;;false;;;
615842;1;3;English;spiny blaasop;true;;false;;;
615842;2;1;Scientific;Tylerius spinosissimus;true;;false;;;
615844;1;3;English;spotfin burrfish;true;;false;;;
615844;2;1;Scientific;Chilomycterus reticulatus;true;;false;;;
646321;1;1;Scientific;Cyclichthys spilostylus;true;;false;;;
615871;1;3;English;black-blotched porcupinefish;true;;false;;;
615871;2;1;Scientific;Diodon liturosus;true;;false;;;
173406;1;3;English;four-bar porcupinefish;true;;false;;;
173406;2;1;Scientific;Lophodiodon calori;true;;false;;;
615873;1;1;Scientific;Mola ramsayi;true;;false;;;
161880;1;3;English;shorthead anchovy;true;;false;;;
161880;2;1;Scientific;Encrasicholina heteroloba;true;;false;;;
551382;1;3;English;Devis' anchovy;true;;false;;;
551382;2;1;Scientific;Encrasicholina devisi;true;;false;;;
161879;1;3;English;buccaneer anchovy;true;;false;;;
161879;2;1;Scientific;Encrasicholina punctifer;true;;false;;;
161835;1;3;English;Japanese anchovy;true;;false;;;
161835;2;1;Scientific;Engraulis japonicus;true;;false;;;
550960;1;1;Scientific;Caesio striata;true;;false;;;
550964;1;3;English;yellowback fusilier;true;;false;;;
550964;2;1;Scientific;Caesio xanthonota;true;;false;;;
550958;1;3;English;blue and gold fusilier;true;;false;;;
550958;2;1;Scientific;Caesio caerulaurea;true;;false;;;
550962;1;3;English;yellow and blueback fusilier;true;;false;;;
550962;2;1;Scientific;Caesio teres;true;;false;;;
550965;1;3;English;mottled fusilier;true;;false;;;
550965;2;1;Scientific;Dipterygonotus balteatus;true;;false;;;
550966;1;3;English;slender fusilier;true;;false;;;
550966;2;1;Scientific;Gymnocaesio gymnoptera;true;;false;;;
610455;1;3;English;Arabian angelfish;true;;false;;;
610455;2;1;Scientific;Pomacanthus asfur;true;;false;;;
169635;1;3;English;emperor angelfish;true;;false;;;
169635;2;1;Scientific;Pomacanthus imperator;true;;false;;;
169636;1;3;English;semicircle angelfish;true;;false;;;
169636;2;1;Scientific;Pomacanthus semicirculatus;true;;false;;;
610565;1;3;English;bluering angelfish;true;;false;;;
610565;2;1;Scientific;Pomacanthus annularis;true;;false;;;
610541;1;3;English;yellowbar angelfish;true;;false;;;
610541;2;1;Scientific;Pomacanthus maculosus;true;;false;;;
165504;1;3;English;ribbon halfbeak;true;;false;;;
165504;2;1;Scientific;Euleptorhamphus viridis;true;;false;;;
165468;1;1;Scientific;Hemiramphus marginatus;true;;false;;;
551511;1;1;Scientific;Triakis megalopterus;true;;false;;;
159979;1;3;English;giant sleepy shark;true;;false;;;
159979;2;1;Scientific;Nebrius ferrugineus;true;;false;;;
621079;1;3;English;nurse shark;true;;false;;;
621079;2;1;Scientific;Pseudoginglymostoma brevicaudatum;true;;false;;;
159973;1;3;English;hark with tiger-like spots;true;;false;;;
159973;2;1;Scientific;Stegostoma fasciatum;true;;false;;;
160564;1;3;English;pygmy ribbontail catshark;true;;false;;;
160564;2;1;Scientific;Eridacnis radcliffei;true;;false;;;
173124;1;3;English;shortsnout spikefish;true;;false;;;
173124;2;1;Scientific;Triacanthodes ethiops;true;;false;;;
646167;1;3;English;starry triggerfish;true;;false;;;
646167;2;1;Scientific;Abalistes stellaris;true;;false;;;
646168;1;1;Scientific;Abalistes stellatus;true;;false;;;
173203;1;3;English;white-banded triggerfish;true;;false;;;
173203;2;1;Scientific;Rhinecanthus aculeatus;true;;false;;;
173210;1;3;English;boomerang triggerfish;true;;false;;;
173210;2;1;Scientific;Sufflamen bursa;true;;false;;;
173188;1;3;English;gilded triggerfish;true;;false;;;
173188;2;1;Scientific;Xanthichthys auromarginatus;true;;false;;;
646324;1;1;Scientific;Kentrocapros rosapinto;true;;false;;;
646330;1;3;English;humpback turret;true;;false;;;
646330;2;1;Scientific;Tetrosomus gibbosus;true;;false;;;
173281;1;3;English;triangular boxfish;true;;false;;;
173281;2;1;Scientific;Tetrosomus concatenatus;true;;false;;;
173381;1;3;English;threetooth puffer;true;;false;;;
173381;2;1;Scientific;Triodon macropterus;true;;false;;;
646261;1;3;English;masked puffer;true;;false;;;
646261;2;1;Scientific;Arothron diadematus;true;;false;;;
173309;1;3;English;bristly puffer;true;;false;;;
173309;2;1;Scientific;Arothron hispidus;true;;false;;;
173311;1;3;English;Guineafowl puffer;true;;false;;;
173311;2;1;Scientific;Arothron meleagris;true;;false;;;
646262;1;1;Scientific;Arothron firmamentum;true;;false;;;
173338;1;3;English;Valentinni's sharpnose puffer;true;;false;;;
173338;2;1;Scientific;Canthigaster valentini;true;;false;;;
173368;1;3;English;bluespotted blaasop;true;;false;;;
173368;2;1;Scientific;Chelonodon laticeps;true;;false;;;
173373;1;1;Scientific;Gastrophysus lunaris;true;;false;;;
173288;1;3;English;smooth blaasop;true;;false;;;
173288;2;1;Scientific;Lagocephalus inermis;true;;false;;;
646293;1;1;Scientific;Lagocephalus lunaris;true;;false;;;
646401;1;1;Scientific;Takifugu oblongus;true;;false;;;
646375;1;1;Scientific;Torquigener flavimaculosus;true;;false;;;
173400;1;3;English;birdbeak burrfish;true;;false;;;
173400;2;1;Scientific;Cyclichthys orbicularis;true;;false;;;
173403;1;1;Scientific;Dicotylichthys punctulatus;true;;false;;;
551435;1;1;Scientific;Coilia dussumieri;true;;false;;;
168960;1;3;English;lunar fusilier;true;;false;;;
168960;2;1;Scientific;Caesio lunaris;true;;false;;;
550961;1;1;Scientific;Caesio suevica;true;;false;;;
160546;1;3;English;blacktipe tope;true;;false;;;
160546;2;1;Scientific;Hypogaleus hyugaensis;true;;false;;;
160551;1;3;English;bigeye houndshark;true;;false;;;
160551;2;1;Scientific;Iago omanensis;true;;false;;;
160556;1;1;Scientific;Scylliogaleus quecketti;true;;false;;;
649703;1;1;Scientific;Paragaleus leucolomatus;true;;false;;;
636199;1;3;English;common pike conger;true;;false;;;
636199;2;1;Scientific;Muraenesox bagio;true;;false;;;
645673;1;3;English;spotted sicklefish;true;;false;;;
645673;2;1;Scientific;Drepane punctata;true;;false;;;
645672;1;3;English;Concertina fish;true;;false;;;
645672;2;1;Scientific;Drepane longimana;true;;false;;;
641859;1;3;English;glow-belly;true;;false;;;
641859;2;1;Scientific;Acropoma japonicum;true;;false;;;
172837;1;3;English;largetooth flounder;true;;false;;;
172837;2;1;Scientific;Pseudorhombus arsius;true;;false;;;
172843;1;3;English;deep flounder;true;;false;;;
172843;2;1;Scientific;Pseudorhombus elevatus;true;;false;;;
616460;1;1;Scientific;Pseudorhombus natalensis;true;;false;;;
173165;1;3;English;spectacled filefish;true;;false;;;
173165;2;1;Scientific;Cantherhines fronticinctus;true;;false;;;
173162;1;3;English;honeycomb filefish;true;;false;;;
173162;2;1;Scientific;Cantherhines pardalis;true;;false;;;
173195;1;3;English;redtail filefish;true;;false;;;
173195;2;1;Scientific;Pervagor melanocephalus;true;;false;;;
646234;1;3;English;blackbar filefish;true;;false;;;
646234;2;1;Scientific;Pervagor janthinosoma;true;;false;;;
646238;1;3;English;rhinoceros leatherjacket;true;;false;;;
646238;2;1;Scientific;Pseudalutarius nasicornis;true;;false;;;
173151;1;3;English;porky;true;;false;;;
173151;2;1;Scientific;Stephanolepis auratus;true;;false;;;
646252;1;3;English;modest filefish;true;;false;;;
646252;2;1;Scientific;Thamnaconus modestoides;true;;false;;;
646246;1;3;English;sandy filefish;true;;false;;;
646246;2;1;Scientific;Thamnaconus arenaceus;true;;false;;;
646248;1;3;English;spotted filefish;true;;false;;;
646248;2;1;Scientific;Thamnaconus fajardoi;true;;false;;;
172311;1;3;English;Moorish idol;true;;false;;;
172311;2;1;Scientific;Zanclus cornutus;true;;false;;;
645474;1;3;English;lampfish;true;;false;;;
645474;2;1;Scientific;Dinoperca petersi;true;;false;;;
564155;1;3;English;spotted legskate;true;;false;;;
564155;2;1;Scientific;Anacanthobatis marmoratus;true;;false;;;
645496;1;1;Scientific;Scombrops boops;true;;false;;;
552930;1;3;English;andaman lobster;true;;false;;;
552930;2;1;Scientific;Metanephrops andamanicus;true;;false;;;
552922;1;3;English;Indian Ocean lobsterette;true;;false;;;
552922;2;1;Scientific;Nephropsis stewarti;true;;false;;;
552986;1;3;English;red whip lobster;true;;false;;;
552986;2;1;Scientific;Puerulus carinatus;true;;false;;;
552987;1;3;English;Arabian whip lobster;true;;false;;;
552987;2;1;Scientific;Puerulus sewelli;true;;false;;;
96067;1;3;English;stout red shrimp;true;;false;;;
96067;2;1;Scientific;Aristeus virilis;true;;false;;;
96064;1;1;Scientific;Aristeus semidentatus;true;;false;;;
95730;1;3;English;Tolo velvet shrimp;true;;false;;;
95730;2;1;Scientific;Metapenaeopsis toloensis;true;;false;;;
95727;1;3;English;fiddler shrimp;true;;false;;;
95727;2;1;Scientific;Metapenaeopsis stridulans;true;;false;;;
173840;1;3;English;olive ridely;true;;false;;;
173840;2;1;Scientific;Lepidochelys olivacea;true;;false;;;
557348;1;3;English;African cuttlefish;true;;false;;;
557348;2;1;Scientific;Sepia australis;true;;false;;;
160566;1;3;English;African ribbontail catshark;true;;false;;;
160566;2;1;Scientific;Eridacnis sinuans;true;;false;;;
635676;1;1;Scientific;Congresox talabonoides;true;;false;;;
646188;1;1;Scientific;Acreichthys tomentosus;true;;false;;;
646211;1;3;English;xix-spined leatherjacket;true;;false;;;
646211;2;1;Scientific;Meuschenia freycineti;true;;false;;;
646217;1;3;English;harlequin filefish;true;;false;;;
646217;2;1;Scientific;Oxymonacanthus halli;true;;false;;;
646226;1;1;Scientific;Paramonacanthus nematophorus;true;;false;;;
564473;1;3;English;deepwater stingray;true;;false;;;
564473;2;1;Scientific;Plesiobatis daviesi;true;;false;;;
96559;1;3;English;spider prawn;true;;false;;;
96559;2;1;Scientific;Nematopalaemon tenuipes;true;;false;;;
551585;1;1;Scientific;Funchalia taaningi;true;;false;;;
644713;1;1;Scientific;Stemonosudis gracilis;true;;false;;;
171083;1;1;Scientific;Champsodon capensis;true;;false;;;
164609;1;1;Scientific;Halieutaea stellata;true;;false;;;
164601;1;1;Scientific;Malthopsis mitrigera;true;;false;;;
165192;1;1;Scientific;Dermatopsoides talboti;true;;false;;;
644241;1;1;Scientific;Paraliparis australis;true;;false;;;
95516;1;1;Scientific;Euphausia lucens;true;;false;;;
564329;1;1;Scientific;Narke capensis;true;;false;;;
623198;1;1;Scientific;Chatrabus hendersoni;true;;false;;;
161597;1;3;English;shortbelly eel;true;;false;;;
161597;2;1;Scientific;Dysomma anguillare;true;;false;;;
622681;1;1;Scientific;Ateleopus natalensis;true;;false;;;
644753;1;1;Scientific;Bathypterois filiferus;true;;false;;;
164767;1;1;Scientific;Gaidropsarus capensis;true;;false;;;
640055;1;1;Scientific;Gonorynchus gonorynchus;true;;false;;;
690377;1;1;Scientific;Ceratias tentaculatus;true;;false;;;
645582;1;1;Scientific;Bathyclupea elongata;true;;false;;;
170313;1;3;English;sickle pomfret ;true;;false;;;
170313;2;1;Scientific;Taractichthys steindachneri;true;;false;;;
647985;1;1;Scientific;Spicara axillaris;true;;false;;;
645499;1;1;Scientific;Dichistius capensis;true;;false;;;
645854;1;1;Scientific;Ostracoberyx dorygenys;true;;false;;;
182905;1;3;English;limp eelpout;true;;false;;;
182905;2;1;Scientific;Melanostigma gelatinosum;true;;false;;;
616122;1;1;Scientific;Samaris macrolepis;true;;false;;;
166920;1;3;English;ocellated waspfish;true;;false;;;
166920;2;1;Scientific;Apistus carinatus;true;;false;;;
643915;1;1;Scientific;Congiopodus spinifer;true;;false;;;
167177;1;1;Scientific;Hoplichthys acanthopleurus;true;;false;;;
644431;1;1;Scientific;Psychrolutes macrocephalus;true;;false;;;
622407;1;1;Scientific;Margrethia valentinae;true;;false;;;
564474;1;1;Scientific;Hexatrygon bickelli;true;;false;;;
564643;1;1;Scientific;Callorhinchus capensis;true;;false;;;
159768;1;1;Scientific;Eptatretus profundus;true;;false;;;
622272;1;1;Scientific;Myxine capensis;true;;false;;;
645442;1;3;English;Cape armourhead;true;;false;;;
645442;2;1;Scientific;Pentaceros capensis;true;;false;;;
550578;1;1;Scientific;Lyconus;true;;false;;;
165402;1;1;Scientific;Squalogadus modificatus;true;;false;;;
556524;1;1;Scientific;Sepia typica;true;;false;;;
180628;1;1;Scientific;Arctocephalus;true;;false;;;
646264;1;1;Scientific;Canthigaster capistrata;true;;false;;;
182880;1;1;Scientific;Scopelosaurus hamiltoni;true;;false;;;
616694;1;1;Scientific;Scomberesox saurus saurus;true;;false;;;
555809;1;1;Scientific;Bolitaena;true;;false;;;
555776;1;1;Scientific;Planctoteuthis;true;;false;;;
551564;1;1;Scientific;Trachypenaeopsis;true;;false;;;
96046;1;1;Scientific;Sicyonia galeata;true;;false;;;
96157;1;1;Scientific;Nematocarcinus africanus;true;;false;;;
96932;1;1;Scientific;Exhippolysmata hastatoides;true;;false;;;
620996;1;1;Scientific;Chaceon erytheiae;true;;false;;;
98708;1;3;English;blackpoint sculling crab;true;;false;;;
98708;2;1;Scientific;Cronius ruber;true;;false;;;
98813;1;3;English;Cuban stone crab;true;;false;;;
98813;2;1;Scientific;Menippe nodifrons;true;;false;;;
552938;1;3;English;African lobster;true;;false;;;
552938;2;1;Scientific;Metanephrops mozambicus;true;;false;;;
95687;1;1;Scientific;Metapenaeopsis barbata;true;;false;;;
552985;1;3;English;banded whip lobster;true;;false;;;
552985;2;1;Scientific;Puerulus angulatus;true;;false;;;
553005;1;3;English;red slipper lobster;true;;false;;;
553005;2;1;Scientific;Scyllarides herklotsii;true;;false;;;
656053;1;3;English;Japanese sea cucumber;true;;false;;;
656053;2;1;Scientific;Apostichopus japonicus;true;;false;;;
556372;1;3;English;Broadclub cuttlefish;true;;false;;;
556372;2;1;Scientific;Sepia latimanus;true;;false;;;
556634;1;3;English;Hooded cuttlefish;true;;false;;;
556634;2;1;Scientific;Sepia prashadi;true;;false;;;
556565;1;3;English;Spineless cuttlefish;true;;false;;;
556565;2;1;Scientific;Sepiella inermis;true;;false;;;
556102;1;3;English;Cape Hope squid;true;;false;;;
556102;2;1;Scientific;Loligo reynaudii;true;;false;;;
556118;1;3;English;bigfin reef squid;true;;false;;;
556118;2;1;Scientific;Sepioteuthis lessoniana;true;;false;;;
556453;1;3;English;shiny bird squid;true;;false;;;
556453;2;1;Scientific;Ornithoteuthis volatilis;true;;false;;;
644797;1;1;Scientific;Macroparalepis macrogeneion;true;;false;;;
644731;1;1;Scientific;Stemonosudis macrura;true;;false;;;
623000;1;1;Scientific;Halieutaea hancocki;true;;false;;;
164606;1;1;Scientific;Halieutaea fitzsimonsi;true;;false;;;
690548;1;1;Scientific;Malthopsis tiarella;true;;false;;;
690373;1;1;Scientific;Cataetyx niki;true;;false;;;
51644;1;3;English;sea nettle;true;;false;;;
51644;2;1;Scientific;Chrysaora quinquecirrha;true;;false;;;
564334;1;3;English;Natal electric ray;true;;false;;;
564334;2;1;Scientific;Heteronarce garmani;true;;false;;;
643818;1;1;Scientific;Careproctus albescens;true;;false;;;
