m.missiontype	m.startyear	m.platform	m.missionnumber	f.serialnumber	c.catchsampleid	specimenid	individualproducttype	individualweight	individualvolume	lengthresolution	length	fat	fatpercent	sex	maturationstage	specialstage	eggstage	moultingstage	spawningfrequency	stomachfillfield	stomachfilllab	digestion	liver	liverparasite	gillworms	swollengills	fungusheart	fungusspores	fungusouter	blackspot	vertebraecount	agingstructureread	agingstructureweight	age	spawningage	spawningzones	readability	otolithtype	otolithedge	otolithcentre	calibration	growthzone1	growthzone2	growthzone3	growthzone4	growthzone5	growthzone6	growthzone7	growthzone8	growthzone9	growthzonestotal	coastalannuli	oceanicannuli	agereader	preferredagereading	tagid	tagtype	gonadweight	liverweight	stomachweight	diameter	mantlelength	carapacelength	headlength	snouttoendoftail	snouttoendsqueezed	snouttoanalfin	snouttodorsalfin	forklength	snouttoboneknob	lengthwithouthead	carapacewidth	rightclawwidth	rightclawlength	meroswidth	meroslength	japanesecut	abdomenwidth	tissuesamplenumber	individualcomment	cond
4	2019	LMEL	13	2530	15	24				1	0.02																																																																						
4	2019	LMEL	13	2530	15	25				1	0.02																																																																						
4	2019	LMEL	13	2530	15	26				1	0.02																																																																						
4	2019	LMEL	13	2530	15	27				1	0.02																																																																						
4	2019	LMEL	13	2530	15	28				1	0.02																																																																						
4	2019	LMEL	13	2530	15	29				1	0.021																																																																						
4	2019	LMEL	13	2530	15	30				1	0.021																																																																						
4	2019	LMEL	13	2530	15	31				1	0.021																																																																						
4	2019	LMEL	13	2530	15	32				1	0.021																																																																						
4	2019	LMEL	13	2530	15	33				1	0.021																																																																						
4	2019	LMEL	13	2530	15	34				1	0.021																																																																						
4	2019	LMEL	13	2530	15	35				1	0.021																																																																						
4	2019	LMEL	13	2530	15	36				1	0.021																																																																						
4	2019	LMEL	13	2530	15	37				1	0.021																																																																						
4	2019	LMEL	13	2530	15	38				1	0.021																																																																						
4	2019	LMEL	13	2530	15	39				1	0.021																																																																						
4	2019	LMEL	13	2530	15	40				1	0.021																																																																						
4	2019	LMEL	13	2530	15	41				1	0.021																																																																						
4	2019	LMEL	13	2530	15	42				1	0.022																																																																						
4	2019	LMEL	13	2530	15	43				1	0.022																																																																						
